row_abs,keywords_llm,raw_response
1799,"[""sentence compression"", ""probabilistic approach"", ""text summarization"", ""natural language processing"", ""information retention""]","{""keywords"": [""sentence compression"", ""probabilistic approach"", ""text summarization"", ""natural language processing"", ""information retention""]}"
1800,"[""temporal logic"", ""modal logic"", ""multi agent systems"", ""proof system"", ""rational agency""]","{""keywords"": [""temporal logic"", ""modal logic"", ""multi agent systems"", ""proof system"", ""rational agency""]}"
1801,"[""constraint satisfaction problems"", ""local search algorithms"", ""hybrid approach"", ""conflict based heuristics"", ""scheduling problems""]","{""keywords"": [""constraint satisfaction problems"", ""local search algorithms"", ""hybrid approach"", ""conflict based heuristics"", ""scheduling problems""]}"
1802,"[""finite field"", ""linear feedback shift register"", ""public key cryptosystem"", ""multiplication algorithm"", ""hardware architecture""]","{""keywords"": [""finite field"", ""linear feedback shift register"", ""public key cryptosystem"", ""multiplication algorithm"", ""hardware architecture""]}"
1803,"[""default logic"", ""propositional logic"", ""brave reasoning"", ""extended logic programs"", ""tractable subsets""]","{""keywords"": [""default logic"", ""propositional logic"", ""brave reasoning"", ""extended logic programs"", ""tractable subsets""]}"
1804,"[""intellectual property"", ""digital rights"", ""legal issues"", ""technological challenges"", ""legislative solutions""]","{""keywords"": [""intellectual property"", ""digital rights"", ""legal issues"", ""technological challenges"", ""legislative solutions""]}"
1805,"[""broadband providers"", ""tiered pricing"", ""video on demand"", ""internet access"", ""digital content""]","{""keywords"": [""broadband providers"", ""tiered pricing"", ""video on demand"", ""internet access"", ""digital content""]}"
1806,"[""thermal conductivity"", ""magneto optic media"", ""heat capacity"", ""curie temperature"", ""thermal diffusion""]","{""keywords"": [""thermal conductivity"", ""magneto optic media"", ""heat capacity"", ""curie temperature"", ""thermal diffusion""]}"
1807,"[""liberal studies"", ""science education"", ""university faculty"", ""knowledge management"", ""emerging culture""]","{""keywords"": [""liberal studies"", ""science education"", ""university faculty"", ""knowledge management"", ""emerging culture""]}"
1808,"[""scoliosis severity"", ""genetic algorithm"", ""neural network"", ""torso asymmetry"", ""cobb angle""]","{""keywords"": [""scoliosis severity"", ""genetic algorithm"", ""neural network"", ""torso asymmetry"", ""cobb angle""]}"
1809,"[""venture capital"", ""telecom industry"", ""start ups"", ""long term viability"", ""dotcom frenzy""]","{""keywords"": [""venture capital"", ""telecom industry"", ""start ups"", ""long term viability"", ""dotcom frenzy""]}"
1810,"[""bankruptcy proceedings"", ""telecom industry"", ""financial boost"", ""corporate finance"", ""chapter eleven""]","{""keywords"": [""bankruptcy proceedings"", ""telecom industry"", ""financial boost"", ""corporate finance"", ""chapter eleven""]}"
1811,"[""wireless carrier"", ""market share"", ""subscriber numbers"", ""verizon wireless"", ""quarterly results""]","{""keywords"": [""wireless carrier"", ""market share"", ""subscriber numbers"", ""verizon wireless"", ""quarterly results""]}"
1812,"[""telecom industry"", ""next generation switching"", ""independent telcos"", ""rural utilities"", ""carrier networks""]","{""keywords"": [""telecom industry"", ""next generation switching"", ""independent telcos"", ""rural utilities"", ""carrier networks""]}"
1813,"[""distance education"", ""mobile agents"", ""distributed systems"", ""nomadic accessibility"", ""personal agents""]","{""keywords"": [""distance education"", ""mobile agents"", ""distributed systems"", ""nomadic accessibility"", ""personal agents""]}"
1814,"[""telecom industry"", ""qwest company"", ""calpoint deal"", ""monthly payment"", ""controversial agreement""]","{""keywords"": [""telecom industry"", ""qwest company"", ""calpoint deal"", ""monthly payment"", ""controversial agreement""]}"
1815,"[""software vendors"", ""consolidation theories"", ""telecom interconnection"", ""billing systems"", ""oss space""]","{""keywords"": [""software vendors"", ""consolidation theories"", ""telecom interconnection"", ""billing systems"", ""oss space""]}"
1816,"[""telecom regulation"", ""market recovery"", ""federal communication"", ""commerce committee"", ""regulatory policy""]","{""keywords"": [""telecom regulation"", ""market recovery"", ""federal communication"", ""commerce committee"", ""regulatory policy""]}"
1817,"[""packet switching"", ""internet protocol"", ""voice over ip"", ""ip centrex"", ""softswitches""]","{""keywords"": [""packet switching"", ""internet protocol"", ""voice over ip"", ""ip centrex"", ""softswitches""]}"
1818,"[""spectrum allocation"", ""federal government"", ""wireless carriers"", ""third generation services"", ""telecommunication regulation""]","{""keywords"": [""spectrum allocation"", ""federal government"", ""wireless carriers"", ""third generation services"", ""telecommunication regulation""]}"
1819,"[""computer science"", ""women pioneers"", ""electronic computers"", ""programming languages"", ""science involvement""]","{""keywords"": [""computer science"", ""women pioneers"", ""electronic computers"", ""programming languages"", ""science involvement""]}"
1820,"[""computer science"", ""engineering education"", ""graduate students"", ""women recruitment"", ""retention strategies""]","{""keywords"": [""computer science"", ""engineering education"", ""graduate students"", ""women recruitment"", ""retention strategies""]}"
1821,"[""computer science"", ""gender equity"", ""classroom environment"", ""women students"", ""pedagogy""]","{""keywords"": [""computer science"", ""gender equity"", ""classroom environment"", ""women students"", ""pedagogy""]}"
1822,"[""computer culture"", ""sex differences"", ""adolescent boys"", ""educational software"", ""computer games""]","{""keywords"": [""computer culture"", ""sex differences"", ""adolescent boys"", ""educational software"", ""computer games""]}"
1823,"[""women in computing"", ""career stereotyping"", ""computing careers"", ""professional women"", ""gender representation""]","{""keywords"": [""women in computing"", ""career stereotyping"", ""computing careers"", ""professional women"", ""gender representation""]}"
1824,"[""cellular automata"", ""modular multiplier"", ""finite field"", ""low complexity design"", ""smart cards""]","{""keywords"": [""cellular automata"", ""modular multiplier"", ""finite field"", ""low complexity design"", ""smart cards""]}"
1825,"[""women in computing"", ""gender inequality"", ""computing profession"", ""gender discrimination"", ""female professionals""]","{""keywords"": [""women in computing"", ""gender inequality"", ""computing profession"", ""gender discrimination"", ""female professionals""]}"
1826,"[""computer science"", ""women in technology"", ""graduate school"", ""role models"", ""computer scientist""]","{""keywords"": [""computer science"", ""women in technology"", ""graduate school"", ""role models"", ""computer scientist""]}"
1827,"[""computer science"", ""women in technology"", ""engineering education"", ""degree awards"", ""gender disparity""]","{""keywords"": [""computer science"", ""women in technology"", ""engineering education"", ""degree awards"", ""gender disparity""]}"
1828,"[""women in computing"", ""computer science"", ""pipeline shrinkage"", ""national science foundation"", ""literature review""]","{""keywords"": [""women in computing"", ""computer science"", ""pipeline shrinkage"", ""national science foundation"", ""literature review""]}"
1829,"[""women in computing"", ""computing history"", ""female scientists"", ""technology awards"", ""computer science""]","{""keywords"": [""women in computing"", ""computing history"", ""female scientists"", ""technology awards"", ""computer science""]}"
1830,"[""gender bias"", ""software design"", ""occupational equity"", ""career choice"", ""gender equity""]","{""keywords"": [""gender bias"", ""software design"", ""occupational equity"", ""career choice"", ""gender equity""]}"
1831,"[""computer science"", ""female doctorates"", ""academic achievement"", ""education statistics"", ""gender disparity""]","{""keywords"": [""computer science"", ""female doctorates"", ""academic achievement"", ""education statistics"", ""gender disparity""]}"
1832,"[""computer professionals"", ""gender differences"", ""computing education"", ""career perceptions"", ""female underrepresentation""]","{""keywords"": [""computer professionals"", ""gender differences"", ""computing education"", ""career perceptions"", ""female underrepresentation""]}"
1833,"[""women in computing"", ""undergraduate education"", ""societal factors"", ""cultural influence"", ""gender participation""]","{""keywords"": [""women in computing"", ""undergraduate education"", ""societal factors"", ""cultural influence"", ""gender participation""]}"
1834,"[""women in computing"", ""participation rate"", ""australian universities"", ""information technology"", ""equity programs""]","{""keywords"": [""women in computing"", ""participation rate"", ""australian universities"", ""information technology"", ""equity programs""]}"
1835,"[""information technology"", ""construction industry"", ""project management"", ""information systems"", ""strategic implementation""]","{""keywords"": [""information technology"", ""construction industry"", ""project management"", ""information systems"", ""strategic implementation""]}"
1836,"[""computer science"", ""women students"", ""technical skills"", ""graduate programs"", ""recruitment strategies""]","{""keywords"": [""computer science"", ""women students"", ""technical skills"", ""graduate programs"", ""recruitment strategies""]}"
